,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
529,1,hedley rees,"This is a must watch video if u want to question the safety of #vaccines, don't believe everything u r told https://t.co/2izVOKEg4Q",Disruptive influence in #pharma and #biotech. Friend of radical modernisation in the drug industry,"Cardiff, United Kingdom",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
530,1,Doreen Agostino,Vaccines covertly injecting everyone with disease-causing viruses https://t.co/HDB02VraRn Vaccines don't save lives healthy immunity does!,"Do no harm, and do not allow others to harm.",Canada,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
531,1,Ascension Guide,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague: https://t.co/X459yBpg5D","Do you a feel big changes coming? Humanity is in the midst of a leap in evolution of consciousness, an #Awakening. #FullDisclosure is here. #OpenMind #OpenHeart","3rd Density, Gaia",,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
532,1,Dr Sherri Tenpenny,This is a must watch. https://t.co/Ib42cMKCol,Doctor who speaks out about vaccines.,"Cleveland, Ohio",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],18
533,1,A Green Road Project,Vaccines and Retroviruses: A Whistleblower Reveals What the Government is Hiding https://t.co/UKO7IyLNsg,"Dr. Goodheart  - Teaching the Science of Sustainable Health at A Green Road Project  http://t.co/hPOG30hai2 
 http://t.co/5cIPr83OFk"," Earth, Terre, Erde, Gaia",,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",[],0
534,1,Dragons Medical,"What, 2010-11 and 2011-12 flu vaccines are associated with 7.7-fold increase in risk of spontaneous abortion!  https://t.co/NQGqCQxzXk",Dragons Medical Bulletin aims to keep you updated with current alternative medical research/news.,"49.230165,-123.00431",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],1
535,1,Mohamed Diallo Live,"Yep.... if vaccines are that good for us, why force them on us??? https://t.co/h5Jf6Ugbwy",ÉCLAIRER-MOTIVER-INSPIRER. Award Winning Radio Host. I live & breath to Make You Feel Good & Spread Love thru' words & music. I love u regardless of who u are,New York-Maui-Abj-Ckry-Paris,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
536,1,Autism Investigated,"To Boost Vaccines, @TXMedCenter Doc Calls for White Genocide https://t.co/y4V3XyImih","Edited by @JakeLCrosby, Like on Facebook: https://t.co/OsOkmtiCbn  See on @EpochTimes https://t.co/n7L86dyppS",,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'TXMedCenter', 'name': 'Texas Medical Center', 'id': 2480110710, 'id_str': '2480110710', 'indices': [19, 31]}]",0
537,1,bob nasser,USA is killing off African Americans by Vaccines https://t.co/Vezcdj0Yx5 via @YouTube,Emergency management specialist,"Nairobi, Kenya",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [77, 85]}]",0
538,1,lee acklam,@AddisonsUK A2 yes and any other vaccines like flu etc just not worth the risk.,Emt 2 for yas with a interest in endocrine disorders, west yorkshire,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'AddisonsUK', 'name': ""Addison's Disease"", 'id': 3036571817, 'id_str': '3036571817', 'indices': [0, 11]}]",4
539,1,Cancer Killers,"The Truth About Vaccinations  History and Hoax ? https://t.co/y5gCBtkuQI
#vaccines #vaccinations",Enlist at the website below! #BeBrave #BigPharma #Cancer #CancerTruth #CancerTruthWarriors #Chemo #ChildhoodCancer #Compassion #One #Hope #StandUpToCancer #TTAC,Turn on tweet notifications!!,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
540,1,JP Prasad,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague https://t.co/keaIn6MRwY","Entrepreneur ~ Aerospace & Defense?Passionate yet Pragmatic about Arts, Science & Spiritually.","Vijayawada, Bh?rat",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
541,1,Rita Shreffler,Vaccines often prevent nothing while causing harm and even death #cdcwhistleblower https://t.co/K0lRrKEm5T,Executive editor at the Autism File magazine. BA and MA from the University of Missouri-Columbia.,Southwest Missouri,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],2
542,1,Casey Coates Danson,Vaccines and Retroviruses: A Whistleblower Reveals What the Government is Hiding https://t.co/BtZb5YmYZI,"Executive Producer, VAXXED From Controversy to Catstraophe
I also promote and blog solutions to climate change.  Special interests: sustainable architecture.",Los Angeles,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
543,1,The Great Beyond,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist/author of Plague |  https://t.co/j1ncseGnbk","Exploring universal truth, wisdom and joy to create transformation in our lives and in our world.
#spirituality #oneness #unity",United States,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
544,1,Colin H,#Baby #foreskin being used to #make #vaccines  https://t.co/sD2OiXtRae https://t.co/AA9cMK8Rzu,"Fed up of being treated like a mushroom, kept in the dark and fed a bit of crap now and again.",UK- Wales,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
545,1,ChristineWasankari,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague  https://t.co/a6mS6LZi0L","Fine Artist inspired by the complex yet simple play within the energies of living and life. Oh yeah, and I micro farm too :-) Be sure to visit my site!",Clallam Bay,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
546,1,Get up Stand up,vaccines kill people. Especially kids.,Focus on Yemen until the war is over (sometimes graphic content) - Time to STOP Saudi atrocities - Support @monareliefye @Yourabilities_o  - NEVER GIVE UP,Mad world,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
547,1,Chrissy Vee,??#VAXXED ?? Danger!! I can't believe this topic isn't at the top of discussions with #abortion #pedophilia https://t.co/lA2NHgcMVt,For I am not ashamed of the gospel of Christ: for it is the power of God unto salvation to every one that believeth...  Romans 1:16,"Rhode Island, USA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
548,1,Melinda McCracken,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of ""Plague"" https://t.co/x5CRsF6l1w","For info re: what really matters follow George Webb & Jason Goodman on YouTube. I support hackers, freethinkers and fornication. You're for it, I'm against it.",Not Planet B,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
549,1,Gary Null,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/Ve6pOnXUSR,"For nearly four decades, Gary Null has been one of the foremost advocates of alternative medicine and natural healing.",NYC,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],2
550,1,Constitutional Drunk,The 7 Most Dangerous Vaccines Injected Into Humans and Exactly Why They Cause More HARM Than Good - https://t.co/pqQ61AQBZp,"Founder of the Tea Party's Front Page. NRA, USN. Old school, not PC. Followed by @DocThompsonShow & @ETTalkShow. ????? ????! (John 15:13.) https://t.co/6KcuJhU6nP",USSANews.com,,,,"<a href=""http://ussanews.com"" rel=""nofollow"">Repostingmachine</a>",[],0
551,1,JusticeforSeth???,@_LifeViral Bill Gates wants to depopulate the entire world through vaccines and abortion.,Freedom loving mother and grandmother. #draintheswamp #MAGA #TrumpArmy #TrumpIsMyHero #MakingAmericaGreatAgain,"Coden, USA ",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': '_LifeViral', 'name': 'LifeViral', 'id': 892083641722978305, 'id_str': '892083641722978305', 'indices': [0, 11]}]",0
552,1,A Male Is Not Female,"When you represent and get payoffs from an industry worth billions, ""ignorance"" about vaccines is mandatory. https://t.co/xNSUEQOcd8","Freelance web developer, musician, truthseeker and activist.

Some people won't like what I say, but I'm gonna say it anyway.",,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],3
553,1,Shop GMO-Free UK,Vaccines are threatening the health and genetic integrity of the human race. https://t.co/OZWidb4B89 #health #holistichealth #vaccines,"Freely download the first and only app to give the GM status of more than 10,000 foods in UK stores today.",,,,,"<a href=""http://shopgmofree.co.uk/"" rel=""nofollow"">Shop GMO-Free-UK</a>",[],0
554,1,Barbara Smyth,"the fact that parents are concerned about vaccines seems to be ignored, the fear of adverse reactions is real! #tonighttv3","From Portmarnock, living in Longford. spend my day avoiding the laundry room. Living with #RA & #Alopecia. Politics & life tweets, activist with @longfordpbp",Ireland,IE,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],2
555,1,Dr. Benjamin Benulis,VACCINES  2 Plant Based Doctors Discuss: https://t.co/CGfACNqVPc via @YouTube,"Fruit-Based Diet, Chiropractor, Re-Organizational Healing, Strength Athlete","Berkeley, CA USA",,,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [70, 78]}]",0
556,1,Nick Bonnett,Yet another study done that links #autism with aluminum found in most #vaccines -- https://t.co/ipkqkwOext https://t.co/kJONrWUiK0,Give a man a gun and he can rob a bank. Give a man a bank and he can rob the world,Wiltshire UK,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
557,1,Martin,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/dYIZ4VuYPV,Glory to God in the Highest.,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
558,1,Joshua L. Schmidt,Watch the rate of autism skyrocket in California after mandatory vaccines go into affect.,Grammy nominated Recording Artist. ????    Vocalist  ? & Rhythm Guitarist ? for 'Sonic Sovereign' #truth #Detroit #rockmusic Producer ? @SonicSovereign,"Detroit, Michigan",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
559,1,G-Zero,Your Childs Weiner is being used In Vaccines: Baby foreskin being used to make vaccines https://t.co/7MVqVl77dy,"Ground-Zero is a Conspiracy Forum. Discussion topics : UFO's, Conspiracy, Politics, Secret Societies, Conspiracy Theories, Earth changes .whistle and we blow",U.S.A,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
560,1,Gwinnett RightToLife,That ain't right! https://t.co/KxAnN53d71,Gwinnett Right To Life is a state chapter of Georgia Right to Life.,"Lawrenceville, GA",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
561,1,healinda,Want to find out more about #vaccines? Please read up https://t.co/cLCSmR0B86 #vaccinesreappraisal #vaccine #health #safety #book,"healinda is an online platform for complementary and alternative medicine, health, healing and happiness.","Hamburg, Deutschland",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
562,1,Peter J. Becht,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague  https://t.co/4TIHOEmsqU","Health & Wellness Advocate.
Change Your Life -
For You, For Life, For Energy!","Venice, Florida",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
563,1,Injury Nutrition,"""To any prospective parent I say to you as someone who has researched the medical literature on vaccines for many... https://t.co/E6OVzq6FGf","Health/Fitness Tips, Physiotherapy/Rehab, Pilates & Nutrition Research for Sports Injuries from Crossfit, Yoga, Adventure/Extreme Sports & Weightlifting","Melbourne, Victoria",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
564,1,Robin Hood Revival,VACCINES; Don't Miss This!!!!!!!!!!!!!!!!!!! #CloseBigPharmaDown https://t.co/V3auaAaVOl https://t.co/rAreqf2j0W,Help us bring the truth to light so we may all make informed judgements. Banking Governments Environment Health Food War Terrorism - malpractice is everywhere!,The Universe,,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",[],0
565,1,Steve Schulin,#vaccines #parentalrights - Mom could be jailed for refusing to vaccinate son... https://t.co/1Oy8mdCu8x #tcot,"Hi - I'm a God-fearing, liberty-loving, sovereignty-conserving American. @TomHoefling asked me to be his 2016 VP running mate. I said yes.","North Myrtle Beach, SC",,,,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",[],0
566,1,Censored News UK??,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague https://t.co/P07wyvmlEM",Hidden & Censored by Twitter 4 Sharing the truth. Blocked in Search results. Help Us Grow by sharing. Combat Censorship. Conservative News they don't want U 2 C,United Kingdom,,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",[],0
567,1,Ben Buchanan,(Stemming from a failure to understand that there are other ways to reduce a projected population increase with vaccines.),"High Priest of The Aceves, formerly @OverTheMonster. Now that I no longer work there, my tweets totally DO reflect the opinions of SB Nation and Vox Media.",,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],0
568,1,Aaron Elijah Colyer,Your children are officially the property of the state. #Forced #Eugenics #Vaccines https://t.co/VMaeh0WqS6,"Homeless, Disabled Veteran (in transitional housing with PTSD & service dog Shadow. 
https://t.co/sCo0QC2DUH","Renton, WA",,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",[],0
569,1,learntherisk,"THE LINK BETWEEN VACCINES &amp; AUTISM EXPLAINED BY A DOCTOR
https://t.co/rqP8O449wg https://t.co/OdKJg59tDg",https://t.co/c5evXiln6B,,,,,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",[],0
570,1,conspiracyseeker,"Vaccine Truth Finally? New Study Finds Aluminum in Vaccines Triggers Autism, Esp. in Boys https://t.co/GwZr078xN6 #conspiracy","https://t.co/ml0YO3u4XP
Your one stop source for all the latest in conspiracy news, opinion and relative material.

Contact : conspiracyseeker(at)hotmail(dot)com",,,,,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>",[],0
571,1,We Will Win,. #vaccines https://t.co/bNQBFVdid0,Humanity,Earth,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
572,1,Steve Scott,"#New #study finds #aluminum in #vaccines triggers #autism, esp. in #boys
#SCIENCE #HEALTH #NATURE https://t.co/Aw5bFR6GN3","Humanity will know the beginning of real peace, once the evil of private central banking is removed forever. A UNITED America is what the U.S. gov fears most.",Now Earth,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
573,1,Anthony L Bost,The Scary TRUTH About Vaccines (Satanic illuminati Vaccines Agenda Expos... https://t.co/kKFbTbj5HJ via @YouTube,"Husband, Father, Christian","Porterville, CA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
574,1,annajanek,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague   https://t.co/dzSUOTN79o","I am a entrepreneur and network marketer specializing in health, beauty, weight loss, and fitness. Champion of financial freedom & personal development.",USA,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
575,1,fAf,Vaccines cause autism.,I am a guy who likes pizza but not political correctness (weed should be legal to).,Sweden,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
576,1,Lozz Venus Starseed,"Vaccines cause cancer
Open letter 
To
Parents association and staff name of School
Head Teacher &amp;... https://t.co/YqMAPOxMmY",I am a truth seeker and pagan white witch who runs a natural holistic health store at https://t.co/32f96hkB7X,Pleiades,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
577,1,Afrykayn Moon,"Whenever anyone tells me they trust vaccines because why would the ""government"" poison children? Well, that same... https://t.co/NuAhY9fepV",I am a WARRIOR!,Detroit,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
578,1,Iva Talacko,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/3wocuwJBdL,"I am AADP certified holistic health coach, health educator, speaker and artist. I am trained by IIN, and also by Body Mind Institute, Raw Nutrition, David Wolfe",,,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",[],0
579,1,ABSOLUTE,"YOU are being Experimented on NOW with constant Surveillance Cameras is through GMOs, Vaccines, Chemtrails, Pharmaceuticals and","i AM ABSOLUTE, ALL KNOWING",Silent/Still,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],2
580,1,Islandgirl,Vaccines = Autism. There's no excuse!!!!!! https://t.co/0m8NqVThTo,"I am shadow banned so if you wish to see my tweets, you have to visit my TL.  Twitter doesn't like truths being made known.

Very good friends with @Islanderz17",East Coast Canada,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
581,1,Stormy,Vaccines act as infectious agents spreading disease. They are bio-weapons. Their use is a crime. https://t.co/VPP9yLBz07,I BE and DO in love and joy.,Earth,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
582,1,Tristan,"Vaccines disgust me. Like they aren't painful, but there is a virus injected into you by some person who has a needle in your arm. Gross.","I go outside a lot?  Tahoe  snowboard  adventure  be humble  be kind  doing it all with family, friends, my dog and a good man by my side???? 1.24.2015",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
583,1,Trevor McHale,Vitamin C outperforms vaccines https://t.co/gcXBuL34vL,"I grew up in Coquitlam and graduated from Dr. Charles Best Class of 08, and I had no idea what I wanted to do, until I was Introduced to Network Marketing. =)","Canada, BC, Vancouver",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
584,1,Ginger Taylor,#BooksTheyDontWantYouToRead Vaccine Whistleblower: Exposing Autism Research Fraud at the CDC https://t.co/yvNHQGpDIc #vaccines,I hate corruption.  Seriously.  It bothers me.,"Brunswick, ME",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],10
585,1,Joan's Clone,This should be interesting. If we can get past all of the division around the intricacies and get to the meat of... https://t.co/8Ch5vW01cl,"I have no past, future, or present. Presents?",Tampa Bay,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
586,1,Brad Studio,"Vaccines are a total scam. The fact laws exist to force them, is proof.  https://t.co/Ucm5bsAjpI","I like taking cool photos you look at for more than 5 seconds. Volunteer to help #MAGA by red pilling ? liberals?.
CEO in tech during the day. #MGTOW","Las Vegas, NV",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",[],0
587,1,Momaroni and cheese,"When someone tells me that doctors are giving out these unsafe vaccines because they make money ?. Oh, okay ??.","I love books, kpop, video games, anime, music, movies, and food. That's me in a package.",Minnesota,US,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>",[],0
588,1,sandra bailey,VACCINES? HOW MANY CHILDREN HAS HE KILLED?? NO TAX DOLLARS! GATES IS A LYING FRAUD! U HAD OBAMA THERE?? @POTUS NO T https://t.co/9Qex3SyjnC,"I love God, My family & America ! God bless Our Beloved President Trump! #MAGA  ???Most loved President in American history!","Jackson,  MN",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [104, 110]}]",0
589,1,Natalia,"Vaccineinjecting everyone with disease-causing viruses, warns scientist author of Plague  https://t.co/T7IkKFq7Lc https://t.co/6iVSI7WzN4","I love God, my family and people I serve.   I stand for what's right under God's law and our Constitution. Voted Trump to make America Great Again.","New York, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
590,1,sharlotte,vaccines will over-heat the blood,i love the mountains and praising god :o),"Ontario, CA",,,,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",[],0
591,1,Lisa Davis-Bedrick,"This guy doesn't even try to hide it, about them trying to lower the population with vaccines. Listen closely to... https://t.co/58hNVpidja","I love writing, check out my blog :) http://t.co/TosIOUWCw3   God bless!","Kansas City, MO from the OC :)",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],1
592,1,Alantharp2,These Vaccines Are Not Needed and Potentially Dangerous!  #veteran #scifi #writer #Trump #Christian  https://t.co/e89d6IkKDo via @YouTube,"I post world News, religean. science,  scifi, history. I am author scifi, Marine Veteran, my old site alantharp1 %100 Follower Back @alantharp1",Springfield,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [129, 137]}]",0
593,1,David James,"#Vaccines, Retroviruses, DNA, And The Discovery That Destroyed Judy Mikovits Career https://t.co/9WRvpjJltx #vaccineswork #vaxxed #medicine",I tweet on issues that lack debate and on subjects that appeal to me. Anarcho-capitalist. Von Misean #bitcoin maximalist. #AltTech Investor. @LibertAryans #MAGA,Skype+Email dj2015@outlook.com,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
594,1,HomeopathyRocks!,#Homeoprophylaxis = a safe alternative to #vaccines https://t.co/PKt40ajCS1,I use Twitter to highlight the successes of #homeopathy and the failures of its skeptics.,United States,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],4
595,1,Austin Chapin,"Vaccines are so dangerous though. I got vaccinated and now I'm a millennial, colorblind, and have college debt. Dan https://t.co/cKgWO26EwC",I'd like to have a net positive impact on the world; to push collective human consciousness further.,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
596,1,wake up,#Vaccines https://t.co/0dY1mCWAXY,If voting made any difference they wouldn't let us do it. Finding news to show we're being misled. Follow back,UK,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],50
597,1,Rick Treat,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of ""Plague"" https://t.co/8mfWjsqC4T","If You Like To Learn About Food & Health, Just Keep Up With My Tweets! I Keep You Up On The Latest!!
Check Out My Health YouTube Channel!
http://t.co/vaQlRipImt",Sutter CA,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
598,1,Deplorable Preacher,Vaccines are covertly injecting everyone with disease-causing viruses https://t.co/5hnR3APk6U,"If you pick a fight and throw the first punch, don't whine if you get your A$$ Kicked afterwards! 

Saying what Preachers with LACE on their PANTIES won't say!",Texas,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
599,1,TherapistsDirectory,Vaccines are threatening the health and genetic integrity of the human race. https://t.co/oFN6YmFsl2 #health #holistichealth #vaccines,"If you're a holistic or alternative health therapist, you can list yourself in our Directory absolutely free of charge. Just click on the link below.",Global,,,,"<a href=""https://www.thetherapybook.com"" rel=""nofollow"">Therapists Directory</a>",[],0
600,1,Advances,Thats because Bill your vaccines have been known to cause major health problems. Vaccines are bull shit. Mass https://t.co/Rbqe5mbt42,I'm a realist I see everything for what it really is. I'm sorry if you're delusional reality sucks...,Between Heaven and Hell,,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>",[],0
601,1,The Stopped Clock,#Vaccines absolutely DO cause #chronicillness &amp; conditions #antivax campaigners state: #epilepsy #autism even https://t.co/DOGx9vnNwc,I'm always usually right twice a day - well... at least once... occasionally...,The Eye of the Storm,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],2
602,1,? KEV ?,Trust me. I have 23 years of proof that you don't NEED vaccines and that unvaccinated kids aren't a danger to society. ?,"I'm just a blue haired kid with tattoos who writes music and makes coffee. ????
I also have a cat with 7 toes on his front feet that I gush about a lot. ??",The Bux/With John,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
603,1,Plum Remson,#Parents who've done the work must correct facile media mis-statements re: #vaccines on regular basis. https://t.co/8IptRRmMpD,I'm pro-science. I'm pro-government transparency & corporate accountability. I am pro-informed consent. I'm anti-ideology & pro knowledge development process.,"Vashon Island, WA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],3
604,1,?dulce¹³,The chip has side effects which affects the human body blood cells red cells white cells etc just like vaccines ew,imagine my shock,let that sink in,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",[],0
605,1,Potentization,Vaccines Did Not Save Us! Two Centuries of Official Statistics https://t.co/6DbskY0HIQ #vaccines,Improving global health through universal access to homeopathic medicine http://t.co/eo5UaD5lnQ | vegetarian | non-GM food | Alpha Music | Yoga | Meditation,"MedicalDoctor,Homeopathy,India",,,,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",[],1
606,1,Optimist 4 the past,"""Whether or not the contamination of vaccines is intentional or simply accidental remains to be seen"" https://t.co/OejGa1sWG3","In politics, nothing happens by accident. If it happens, you can bet it was planned that way. F. D. Roosevelt",Italia,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",[],0
607,1,Planet Autism ?,"""World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism... https://t.co/6tcrQK4b2K","Incidental trailblazer. Sorry for the inconvenience, just trying to change the world. #actuallyautistic  #autismparent #resource #PDA",Planet Autism,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
608,1,SASA Herbal Member,Vaccines: 15 Children Dead After Measles Vaccination Program https://t.co/zEkQ2LHPEI,"INDEPENDENT HERBALIFE DISTRIBUTOR since 1994, Solutions for Weight Management, SPORTS Nutrition & Beauty JOIN MY TEAM-MAKE YOUR DREAMS COME TRUE with HERBALIFE!",Italy,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
609,1,Rachel Carroll,Vitamin C outperforms vaccines  https://t.co/AnIScyb5FA https://t.co/H6os5InqC7,indescribable ?,"Walsall, England",,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",[],0
